ts,match_id,room_id,turn_index,actor_id,enemy_id,chosen_action_kind,chosen_skill_id,chosen_action_group,dmg_to_enemy,heal_to_self,effect_applied,enemy_hp_after,actor_hp_after,battle_finished,winner_id,actor.level,actor.hp,actor.hp_pct,actor.power,actor.attack,actor.defense,actor.dmg_min,actor.dmg_max,actor.atk_boost_min,actor.atk_boost_max,actor.pct_damage,actor.pct_crit,actor.pct_evade,actor.pct_resist,actor.pct_escape,actor.pct_negate,enemy.level,enemy.hp,enemy.hp_pct,enemy.power,enemy.attack,enemy.defense,enemy.dmg_min,enemy.dmg_max,enemy.atk_boost_min,enemy.atk_boost_max,enemy.pct_damage,enemy.pct_crit,enemy.pct_evade,enemy.pct_resist,enemy.pct_escape,enemy.pct_negate,mask.num_specials_valid_off,mask.num_specials_valid_def,mask.num_support_valid,mask.num_masters_valid_off,mask.num_masters_valid_def,mask.num_masters_support
2025-08-23T22:40:20.813Z,room1-1755988473772,room1,16,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,17,6,false,,1,6,0.15,10,10,11,1,4,1,6,55,10,5,10,0,20,1,19,0.475,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:40:23.814Z,room1-1755988473772,room1,17,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,13,4,false,,1,4,0.1,10,10,11,1,4,1,6,55,10,5,10,0,20,1,17,0.425,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:40:26.670Z,room1-1755988473772,room1,18,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,11,1,false,,1,1,0.025,10,10,11,1,4,1,6,55,10,5,10,0,20,1,13,0.325,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:48:43.024Z,room1-1755989308838,room1,1,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,42,39,false,,1,39,0.975,10,10,11,1,4,1,6,55,10,5,10,0,20,1,44,1.1,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:48:55.994Z,room1-1755989308838,room1,2,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,38,33,false,,1,33,0.825,10,10,11,1,4,1,6,55,10,5,10,0,20,1,42,1.05,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:10.722Z,room1-1755989308838,room1,3,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,37,27,false,,1,27,0.675,10,10,11,1,4,1,6,55,10,5,10,0,20,1,38,0.95,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:14.751Z,room1-1755989308838,room1,4,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,33,27,false,,1,27,0.675,10,10,11,1,4,1,6,55,10,5,10,0,20,1,37,0.925,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:18.523Z,room1-1755989308838,room1,5,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,33,27,false,,1,27,0.675,10,10,11,1,4,1,6,55,10,5,10,0,20,1,33,0.825,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:22.270Z,room1-1755989308838,room1,6,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,33,27,false,,1,27,0.675,10,10,11,1,4,1,6,55,10,5,10,0,20,1,33,0.825,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:27.266Z,room1-1755989308838,room1,7,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,30,22,false,,1,22,0.55,10,10,11,1,4,1,6,55,10,5,10,0,20,1,33,0.825,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:31.311Z,room1-1755989308838,room1,8,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,29,21,false,,1,21,0.525,10,10,11,1,4,1,6,55,10,5,10,0,20,1,30,0.75,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:34.275Z,room1-1755989308838,room1,9,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,26,16,false,,1,16,0.4,10,10,11,1,4,1,6,55,10,5,10,0,20,1,29,0.725,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:37.751Z,room1-1755989308838,room1,10,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,26,12,false,,1,12,0.3,10,10,11,1,4,1,6,55,10,5,10,0,20,1,26,0.65,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:41.367Z,room1-1755989308838,room1,11,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,24,6,false,,1,6,0.15,10,10,11,1,4,1,6,55,10,5,10,0,20,1,26,0.65,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:44.768Z,room1-1755989308838,room1,12,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,20,6,false,,1,6,0.15,10,10,11,1,4,1,6,55,10,5,10,0,20,1,24,0.6,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:49:48.832Z,room1-1755989308838,room1,13,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,17,5,false,,1,5,0.125,10,10,11,1,4,1,6,55,10,5,10,0,20,1,20,0.5,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:57:29.855Z,room1-1755989837202,room1,1,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,39,38,false,,1,38,0.95,10,10,11,1,4,1,6,55,10,5,10,0,20,1,41,1.025,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:57:33.055Z,room1-1755989837202,room1,2,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,35,34,false,,1,34,0.85,10,10,11,1,4,1,6,55,10,5,10,0,20,1,39,0.975,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:57:35.447Z,room1-1755989837202,room1,3,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,32,31,false,,1,31,0.775,10,10,11,1,4,1,6,55,10,5,10,0,20,1,35,0.875,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:57:37.917Z,room1-1755989837202,room1,4,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,29,29,false,,1,29,0.725,10,10,11,1,4,1,6,55,10,5,10,0,20,1,32,0.8,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:57:47.580Z,room1-1755989837202,room1,5,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,26,29,false,,1,29,0.725,10,10,11,1,4,1,6,55,10,5,10,0,20,1,29,0.725,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:57:50.078Z,room1-1755989837202,room1,6,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,24,27,false,,1,27,0.675,10,10,11,1,4,1,6,55,10,5,10,0,20,1,26,0.65,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:57:54.398Z,room1-1755989837202,room1,7,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,24,21,false,,1,21,0.525,10,10,11,1,4,1,6,55,10,5,10,0,20,1,24,0.6,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:57:58.018Z,room1-1755989837202,room1,8,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,23,20,false,,1,20,0.5,10,10,11,1,4,1,6,55,10,5,10,0,20,1,24,0.6,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:58:01.615Z,room1-1755989837202,room1,9,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,23,14,false,,1,14,0.35,10,10,11,1,4,1,6,55,10,5,10,0,20,1,23,0.575,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:58:05.572Z,room1-1755989837202,room1,10,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,22,14,false,,1,14,0.35,10,10,11,1,4,1,6,55,10,5,10,0,20,1,23,0.575,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:58:12.386Z,room1-1755989837202,room1,11,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,22,8,false,,1,8,0.2,10,10,11,1,4,1,6,55,10,5,10,0,20,1,22,0.55,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:58:17.133Z,room1-1755989837202,room1,12,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,18,6,false,,1,6,0.15,10,10,11,1,4,1,6,55,10,5,10,0,20,1,22,0.55,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-23T22:58:20.335Z,room1-1755989837202,room1,13,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,17,2,false,,1,2,0.05,10,10,11,1,4,1,6,55,10,5,10,0,20,1,18,0.45,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:02:25.125Z,room1-1755993734140,room1,1,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,39,38,false,,1,38,0.95,10,10,11,1,4,1,6,55,10,5,10,0,20,1,40,1,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:02:36.113Z,room1-1755993734140,room1,2,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,35,34,false,,1,34,0.85,10,10,11,1,4,1,6,55,10,5,10,0,20,1,39,0.975,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:02:38.638Z,room1-1755993734140,room1,3,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,34,34,false,,1,34,0.85,10,10,11,1,4,1,6,55,10,5,10,0,20,1,35,0.875,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:02:48.723Z,room1-1755993734140,room1,4,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,32,34,false,,1,34,0.85,10,10,11,1,4,1,6,55,10,5,10,0,20,1,34,0.85,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:02:51.358Z,room1-1755993734140,room1,5,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,29,29,false,,1,29,0.725,10,10,11,1,4,1,6,55,10,5,10,0,20,1,32,0.8,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:02:53.063Z,room1-1755993734140,room1,6,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,28,29,false,,1,29,0.725,10,10,11,1,4,1,6,55,10,5,10,0,20,1,29,0.725,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:02:54.625Z,room1-1755993734140,room1,7,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,25,26,false,,1,26,0.65,10,10,11,1,4,1,6,55,10,5,10,0,20,1,28,0.7,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:02:59.324Z,room1-1755993734140,room1,8,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,24,25,false,,1,25,0.625,10,10,11,1,4,1,6,55,10,5,10,0,20,1,25,0.625,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:03:00.866Z,room1-1755993734140,room1,9,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,21,21,false,,1,21,0.525,10,10,11,1,4,1,6,55,10,5,10,0,20,1,24,0.6,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:03:03.879Z,room1-1755993734140,room1,10,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,20,16,false,,1,16,0.4,10,10,11,1,4,1,6,55,10,5,10,0,20,1,21,0.525,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:03:06.731Z,room1-1755993734140,room1,11,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,20,14,false,,1,14,0.35,10,10,11,1,4,1,6,55,10,5,10,0,20,1,20,0.5,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:03:08.587Z,room1-1755993734140,room1,12,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,17,13,false,,1,13,0.325,10,10,11,1,4,1,6,55,10,5,10,0,20,1,20,0.5,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:03:10.397Z,room1-1755993734140,room1,13,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,14,10,false,,1,10,0.25,10,10,11,1,4,1,6,55,10,5,10,0,20,1,17,0.425,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:03:12.228Z,room1-1755993734140,room1,14,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,11,10,false,,1,10,0.25,10,10,11,1,4,1,6,55,10,5,10,0,20,1,14,0.35,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:03:13.976Z,room1-1755993734140,room1,15,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,8,4,false,,1,4,0.1,10,10,11,1,4,1,6,55,10,5,10,0,20,1,11,0.275,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:03:15.646Z,room1-1755993734140,room1,16,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,8,3,false,,1,3,0.075,10,10,11,1,4,1,6,55,10,5,10,0,20,1,8,0.2,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:03:17.317Z,room1-1755993734140,room1,17,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,4,3,false,,1,3,0.075,10,10,11,1,4,1,6,55,10,5,10,0,20,1,8,0.2,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:18.104Z,room1-1755993851869,room1,1,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,41,42,false,,1,42,1.05,10,10,11,1,4,1,6,55,10,5,10,0,20,1,44,1.1,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:19.794Z,room1-1755993851869,room1,2,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,40,41,false,,1,41,1.025,10,10,11,1,4,1,6,55,10,5,10,0,20,1,41,1.025,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:21.508Z,room1-1755993851869,room1,3,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,36,40,false,,1,40,1,10,10,11,1,4,1,6,55,10,5,10,0,20,1,40,1,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:22.916Z,room1-1755993851869,room1,4,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,34,34,false,,1,34,0.85,10,10,11,1,4,1,6,55,10,5,10,0,20,1,36,0.9,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:24.320Z,room1-1755993851869,room1,5,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,30,28,false,,1,28,0.7,10,10,11,1,4,1,6,55,10,5,10,0,20,1,34,0.85,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:25.724Z,room1-1755993851869,room1,6,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,28,23,false,,1,23,0.575,10,10,11,1,4,1,6,55,10,5,10,0,20,1,30,0.75,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:27.103Z,room1-1755993851869,room1,7,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,26,17,false,,1,17,0.425,10,10,11,1,4,1,6,55,10,5,10,0,20,1,28,0.7,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:28.481Z,room1-1755993851869,room1,8,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,24,14,false,,1,14,0.35,10,10,11,1,4,1,6,55,10,5,10,0,20,1,26,0.65,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:29.933Z,room1-1755993851869,room1,9,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,22,13,false,,1,13,0.325,10,10,11,1,4,1,6,55,10,5,10,0,20,1,24,0.6,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:32.338Z,room1-1755993851869,room1,10,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,22,11,false,,1,11,0.275,10,10,11,1,4,1,6,55,10,5,10,0,20,1,22,0.55,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:34.007Z,room1-1755993851869,room1,11,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,20,10,false,,1,10,0.25,10,10,11,1,4,1,6,55,10,5,10,0,20,1,22,0.55,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:35.817Z,room1-1755993851869,room1,12,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,16,6,false,,1,6,0.15,10,10,11,1,4,1,6,55,10,5,10,0,20,1,20,0.5,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T00:04:37.794Z,room1-1755993851869,room1,13,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,15,6,false,,1,6,0.15,10,10,11,1,4,1,6,55,10,5,10,0,20,1,16,0.4,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
